id,batchID,batchIDLastChangedAt,chat,director,chatLastChangedAt,correct,correctLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,numTrials,numTrialsLastChangedAt,repNum,repNumLastChangedAt,reps,repsLastChangedAt,response,responseLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt,tangramURLs,tangramURLsLastChangedAt,target,targetLastChangedAt,targetNum,targetNumLastChangedAt,trialNum,trialNumLastChangedAt
01JGZ2HKX7D59Z559M51NMCNHZ,01JGZ1JZ88SWYYRG2SW3JHB9A4,2025-01-07T00:27:29.575788154Z,,,,,,FALSE,2025-01-07T00:27:29.575788154Z,01JGZ1JZ8NW40KBCX0VGZ5C48M,2025-01-07T00:27:29.575788154Z,54,2025-01-07T00:27:29.575788154Z,65,2025-01-07T00:27:29.575788154Z,3,2025-01-07T00:27:29.575788154Z,4,2025-01-07T00:27:29.575788154Z,,,2,2025-01-07T00:27:32.594515355Z,FALSE,2025-01-07T00:27:29.575788154Z,"[""/tangrams/438_222.png"",""/tangrams/262_377.png"",""/tangrams/465_342.png"",""/tangrams/383_36.png""]",2025-01-07T00:27:29.575788154Z,/tangrams/438_222.png,2025-01-07T00:27:29.575788154Z,7,2025-01-07T00:27:29.575788154Z,54,2025-01-07T00:27:29.575788154Z
01JGZ2Z34TBBQQQ05A8VP61Z0N,01JGZ1JZ88SWYYRG2SW3JHB9A4,2025-01-07T00:34:51.16248265Z,"[{""text"":""Shape please"",""sender"":{""id"":""01JGZ29ZYEPST8VT6VPFZ1XZC9"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""Teddy bear with 6 Pointed edges"",""sender"":{""id"":""01JGZ2NWEK2Y904HFY4N6D138M"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",01JGZ2NWEK2Y904HFY4N6D138M,2025-01-07T01:15:57.783954602Z,TRUE,2025-01-07T01:16:08.336208603Z,TRUE,2025-01-07T01:16:08.242608715Z,01JGZ1JZ8NW40KBCX0V187VCKF,2025-01-07T00:34:51.16248265Z,48,2025-01-07T00:34:51.16248265Z,65,2025-01-07T00:34:51.16248265Z,3,2025-01-07T00:34:51.16248265Z,4,2025-01-07T00:34:51.16248265Z,/tangrams/57_254.png,2025-01-07T01:16:08.336208603Z,2,2025-01-07T00:34:59.005780486Z,TRUE,2025-01-07T01:15:42.031637761Z,"[""/tangrams/426_329.png"",""/tangrams/426_254.png"",""/tangrams/57_329.png"",""/tangrams/57_254.png""]",2025-01-07T00:34:51.16248265Z,/tangrams/57_254.png,2025-01-07T00:34:51.16248265Z,1,2025-01-07T00:34:51.16248265Z,48,2025-01-07T00:34:51.16248265Z
01JGZ3BMGPDHR053GJQNZQZFRZ,01JGZ1HQ2ACP5KAXQKEVQPZFA0,2025-01-07T00:41:42.166742601Z,"[{""text"":""E"",""sender"":{""id"":""01JGZ35JFMKR5D7ZCZQRMAXZAB"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",01JGZ35JFMKR5D7ZCZQRMAXZAB,2025-01-07T00:59:56.59866973Z,TRUE,2025-01-07T01:00:12.142225884Z,TRUE,2025-01-07T01:00:12.057972542Z,01JGZ1HQ3BXW69RFKVBQ3Y8K4V,2025-01-07T00:41:42.166742601Z,28,2025-01-07T00:41:42.166742601Z,65,2025-01-07T00:41:42.166742601Z,1,2025-01-07T00:41:42.166742601Z,4,2025-01-07T00:41:42.166742601Z,/tangrams/334_52.png,2025-01-07T01:00:12.142225884Z,2,2025-01-07T00:41:47.089699558Z,TRUE,2025-01-07T00:58:33.445631046Z,"[""/tangrams/349_260.png"",""/tangrams/83_356.png"",""/tangrams/334_52.png"",""/tangrams/436_178.png""]",2025-01-07T00:41:42.166742601Z,/tangrams/334_52.png,2025-01-07T00:41:42.166742601Z,13,2025-01-07T00:41:42.166742601Z,28,2025-01-07T00:41:42.166742601Z
01JGZ1YQW96GB05FBP7HBER3NN,01JGZ1JTF0VX78WKWJN6R8GA1B,2025-01-07T00:17:11.049493961Z,"[{""text"":""pincher"",""sender"":{""id"":""01JGZ1V3JBNF4CFYVAGS88ZS2E"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",01JGZ1V3JBNF4CFYVAGS88ZS2E,2025-01-07T00:47:54.536169777Z,TRUE,2025-01-07T00:48:01.737062878Z,TRUE,2025-01-07T00:48:01.678330336Z,01JGZ1JTFPNZ10B2SXBEYNMS9G,2025-01-07T00:17:11.049493961Z,62,2025-01-07T00:17:11.049493961Z,65,2025-01-07T00:17:11.049493961Z,3,2025-01-07T00:17:11.049493961Z,4,2025-01-07T00:17:11.049493961Z,/tangrams/428_305.png,2025-01-07T00:48:01.737062878Z,2,2025-01-07T00:17:12.140597028Z,TRUE,2025-01-07T00:47:48.426292239Z,"[""/tangrams/428_305.png"",""/tangrams/183_33.png"",""/tangrams/151_253.png"",""/tangrams/98_374.png""]",2025-01-07T00:17:11.049493961Z,/tangrams/428_305.png,2025-01-07T00:17:11.049493961Z,15,2025-01-07T00:17:11.049493961Z,62,2025-01-07T00:17:11.049493961Z
01JGZ2F5FQ7D1P8Y2H4B6M4HR6,01JGZ1JTF0VX78WKWJN6R8GA1B,2025-01-07T00:26:09.271563283Z,"[{""text"":""What please"",""sender"":{""id"":""01JGZ1W1EBA4WB7SW4Y5S9Y373"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""down right"",""sender"":{""id"":""01JGZ1VPDVF3N9XVYQKWC5VSR0"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",01JGZ1VPDVF3N9XVYQKWC5VSR0,2025-01-07T00:32:19.285704801Z,FALSE,2025-01-07T00:32:50.758854088Z,TRUE,2025-01-07T00:32:50.386861364Z,01JGZ1JTFN1FD5A54BCQMJHBNZ,2025-01-07T00:26:09.271563283Z,7,2025-01-07T00:26:09.271563283Z,65,2025-01-07T00:26:09.271563283Z,0,2025-01-07T00:26:09.271563283Z,4,2025-01-07T00:26:09.271563283Z,/tangrams/143_248.png,2025-01-07T00:32:50.758854088Z,2,2025-01-07T00:26:09.823247892Z,TRUE,2025-01-07T00:31:55.909075852Z,"[""/tangrams/75_373.png"",""/tangrams/240_212.png"",""/tangrams/389_348.png"",""/tangrams/143_248.png""]",2025-01-07T00:26:09.271563283Z,/tangrams/75_373.png,2025-01-07T00:26:09.271563283Z,8,2025-01-07T00:26:09.271563283Z,7,2025-01-07T00:26:09.271563283Z
01JGZ2WG5R24S4WMHNZJD00VFR,01JGZ1JTF0VX78WKWJN6R8GA1B,2025-01-07T00:33:26.200559108Z,"[{""text"":""2 arms spiky"",""sender"":{""id"":""01JGZ2NAE9P9AYJD43E5V1BPDQ"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",01JGZ2NAE9P9AYJD43E5V1BPDQ,2025-01-07T00:55:48.550326973Z,FALSE,2025-01-07T00:55:57.989233281Z,TRUE,2025-01-07T00:55:57.921739715Z,01JGZ1JTFPNZ10B2SXAYHEV9EZ,2025-01-07T00:33:26.200559108Z,40,2025-01-07T00:33:26.200559108Z,65,2025-01-07T00:33:26.200559108Z,2,2025-01-07T00:33:26.200559108Z,4,2025-01-07T00:33:26.200559108Z,/tangrams/146_156.png,2025-01-07T00:55:57.989233281Z,2,2025-01-07T00:33:30.523905557Z,TRUE,2025-01-07T00:55:38.999557398Z,"[""/tangrams/423_156.png"",""/tangrams/423_87.png"",""/tangrams/146_156.png"",""/tangrams/146_87.png""]",2025-01-07T00:33:26.200559108Z,/tangrams/146_87.png,2025-01-07T00:33:26.200559108Z,9,2025-01-07T00:33:26.200559108Z,40,2025-01-07T00:33:26.200559108Z
01JGZ347MR3J35TD7DZR12045A,01JGZ2J6YWS750GRPJ6FKAYERT,2025-01-07T00:37:39.608430616Z,"[{""text"":""rhombus on top, serrated edges on bottom"",""sender"":{""id"":""01JGZ2RN3HPDEH59H1BFYSCHAT"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",01JGZ2RN3HPDEH59H1BFYSCHAT,2025-01-07T00:45:55.676687346Z,FALSE,2025-01-07T00:46:43.037539075Z,TRUE,2025-01-07T00:46:42.987217533Z,01JGZ2J71XN8Q7J627EBMRDRH5,2025-01-07T00:37:39.608430616Z,8,2025-01-07T00:37:39.608430616Z,65,2025-01-07T00:37:39.608430616Z,0,2025-01-07T00:37:39.608430616Z,4,2025-01-07T00:37:39.608430616Z,,2025-01-07T00:46:43.037539075Z,2,2025-01-07T00:37:42.964219365Z,TRUE,2025-01-07T00:45:37.578487794Z,"[""/tangrams/330_185.png"",""/tangrams/314_185.png"",""/tangrams/330_5.png"",""/tangrams/314_5.png""]",2025-01-07T00:37:39.608430616Z,/tangrams/314_185.png,2025-01-07T00:37:39.608430616Z,9,2025-01-07T00:37:39.608430616Z,8,2025-01-07T00:37:39.608430616Z
01JGZ3ZPXC34WN56HJW0SW3MWH,01JGZ1HQ2ACP5KAXQKEVQPZFA0,2025-01-07T00:52:39.981342636Z,"[{""text"":""Sail boat."",""sender"":{""id"":""01JGZ3JVRYF6NH3RSEDXMAK58V"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",01JGZ3JVRYF6NH3RSEDXMAK58V,2025-01-07T01:19:40.410840186Z,TRUE,2025-01-07T01:19:47.834554453Z,TRUE,2025-01-07T01:19:47.749921043Z,01JGZ1HQ3D5SE9KTKE87QW9STN,2025-01-07T00:52:39.981342636Z,39,2025-01-07T00:52:39.981342636Z,65,2025-01-07T00:52:39.981342636Z,2,2025-01-07T00:52:39.981342636Z,4,2025-01-07T00:52:39.981342636Z,/tangrams/30_337.png,2025-01-07T01:19:47.834554453Z,2,2025-01-07T00:52:48.255920846Z,TRUE,2025-01-07T01:19:34.042074913Z,"[""/tangrams/30_337.png"",""/tangrams/176_75.png"",""/tangrams/318_327.png"",""/tangrams/343_269.png""]",2025-01-07T00:52:39.981342636Z,/tangrams/30_337.png,2025-01-07T00:52:39.981342636Z,8,2025-01-07T00:52:39.981342636Z,39,2025-01-07T00:52:39.981342636Z
01JGZ4AM655G7HJRE5AT8FCTS5,01JGZ1JZ88SWYYRG2SW3JHB9A4,2025-01-07T00:58:37.637763488Z,,,,,,FALSE,2025-01-07T00:58:37.637763488Z,01JGZ1JZ8NW40KBCX0V75X3ASW,2025-01-07T00:58:37.637763488Z,21,2025-01-07T00:58:37.637763488Z,65,2025-01-07T00:58:37.637763488Z,1,2025-01-07T00:58:37.637763488Z,4,2025-01-07T00:58:37.637763488Z,,,2,2025-01-07T00:58:42.466782027Z,FALSE,2025-01-07T00:58:37.637763488Z,"[""/tangrams/455_148.png"",""/tangrams/38_369.png"",""/tangrams/152_69.png"",""/tangrams/41_450.png""]",2025-01-07T00:58:37.637763488Z,/tangrams/455_148.png,2025-01-07T00:58:37.637763488Z,6,2025-01-07T00:58:37.637763488Z,21,2025-01-07T00:58:37.637763488Z
01JGZ4PA6P3DZ815B49220BJWN,01JGZ3FW0DTMTAGQ58VA8P6MEE,2025-01-07T01:05:00.630995217Z,,,,,,FALSE,2025-01-07T01:05:00.630995217Z,01JGZ3FW5F9PB6GEQ6P3RC6MSC,2025-01-07T01:05:00.630995217Z,23,2025-01-07T01:05:00.630995217Z,65,2025-01-07T01:05:00.630995217Z,1,2025-01-07T01:05:00.630995217Z,4,2025-01-07T01:05:00.630995217Z,,,2,2025-01-07T01:05:12.615323453Z,FALSE,2025-01-07T01:05:00.630995217Z,"[""/tangrams/349_314.png"",""/tangrams/454_121.png"",""/tangrams/265_219.png"",""/tangrams/293_34.png""]",2025-01-07T01:05:00.630995217Z,/tangrams/349_314.png,2025-01-07T01:05:00.630995217Z,8,2025-01-07T01:05:00.630995217Z,23,2025-01-07T01:05:00.630995217Z
01JGZ25RZ5PVPK2B4Y22M91CNZ,01JGZ1J6QFQZJ1HAP3QKP7EGZG,2025-01-07T00:21:01.541472441Z,"[{""text"":""Same one again, white triangle"",""sender"":{""id"":""01JGZ1RJTH934E99B6DAFAQ5V5"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",01JGZ1RJTH934E99B6DAFAQ5V5,2025-01-07T00:30:45.994986102Z,TRUE,2025-01-07T00:30:53.485031074Z,TRUE,2025-01-07T00:30:53.459693167Z,01JGZ1J6QX7N1Q5REWV6S61X60,2025-01-07T00:21:01.541472441Z,17,2025-01-07T00:21:01.541472441Z,65,2025-01-07T00:21:01.541472441Z,1,2025-01-07T00:21:01.541472441Z,4,2025-01-07T00:21:01.541472441Z,/tangrams/139_13.png,2025-01-07T00:30:53.485031074Z,2,2025-01-07T00:21:02.250427177Z,TRUE,2025-01-07T00:30:34.523947478Z,"[""/tangrams/47_418.png"",""/tangrams/139_13.png"",""/tangrams/343_165.png"",""/tangrams/289_308.png""]",2025-01-07T00:21:01.541472441Z,/tangrams/139_13.png,2025-01-07T00:21:01.541472441Z,2,2025-01-07T00:21:01.541472441Z,17,2025-01-07T00:21:01.541472441Z
01JGZ25RZ1T1K77AWDGE3DMXKY,01JGZ1J6QFQZJ1HAP3QKP7EGZG,2025-01-07T00:21:01.537911595Z,"[{""text"":""you can prob guess"",""sender"":{""id"":""01JGZ21Z3AX6J8A76HN69MCSPH"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""weirdest one, one white triangle"",""sender"":{""id"":""01JGZ21Z3AX6J8A76HN69MCSPH"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""lmao"",""sender"":{""id"":""01JGZ21Z3AX6J8A76HN69MCSPH"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",01JGZ21Z3AX6J8A76HN69MCSPH,2025-01-07T00:30:28.938128521Z,TRUE,2025-01-07T00:30:34.502238206Z,TRUE,2025-01-07T00:30:34.478563215Z,01JGZ1J6QX7N1Q5REWV6S61X60,2025-01-07T00:21:01.537911595Z,16,2025-01-07T00:21:01.537911595Z,65,2025-01-07T00:21:01.537911595Z,1,2025-01-07T00:21:01.537911595Z,4,2025-01-07T00:21:01.537911595Z,/tangrams/139_165.png,2025-01-07T00:30:34.502238206Z,2,2025-01-07T00:21:02.219359922Z,TRUE,2025-01-07T00:29:58.021837418Z,"[""/tangrams/47_13.png"",""/tangrams/289_308.png"",""/tangrams/343_418.png"",""/tangrams/139_165.png""]",2025-01-07T00:21:01.537911595Z,/tangrams/139_165.png,2025-01-07T00:21:01.537911595Z,1,2025-01-07T00:21:01.537911595Z,16,2025-01-07T00:21:01.537911595Z
01JGZ2HKHXYQRXP9WGH525GMY1,01JGZ1JZ88SWYYRG2SW3JHB9A4,2025-01-07T00:27:29.213668595Z,,,,,,FALSE,2025-01-07T00:27:29.213668595Z,01JGZ1JZ8NW40KBCX0VGZ5C48M,2025-01-07T00:27:29.213668595Z,9,2025-01-07T00:27:29.213668595Z,65,2025-01-07T00:27:29.213668595Z,0,2025-01-07T00:27:29.213668595Z,4,2025-01-07T00:27:29.213668595Z,,,2,2025-01-07T00:27:30.06160183Z,FALSE,2025-01-07T00:27:29.213668595Z,"[""/tangrams/381_93.png"",""/tangrams/311_32.png"",""/tangrams/383_36.png"",""/tangrams/317_61.png""]",2025-01-07T00:27:29.213668595Z,/tangrams/311_32.png,2025-01-07T00:27:29.213668595Z,10,2025-01-07T00:27:29.213668595Z,9,2025-01-07T00:27:29.213668595Z
01JGZ2TBJ31N0RPPSG8EQ1DS0T,01JGZ1J6QFQZJ1HAP3QKP7EGZG,2025-01-07T00:32:15.939137Z,,,,,,FALSE,2025-01-07T00:32:15.939137Z,01JGZ1J6QWPAFKR4CPC25F4W67,2025-01-07T00:32:15.939137Z,51,2025-01-07T00:32:15.939137Z,65,2025-01-07T00:32:15.939137Z,3,2025-01-07T00:32:15.939137Z,4,2025-01-07T00:32:15.939137Z,,,2,2025-01-07T00:32:20.472423508Z,FALSE,2025-01-07T00:32:15.939137Z,"[""/tangrams/237_22.png"",""/tangrams/323_69.png"",""/tangrams/237_69.png"",""/tangrams/323_22.png""]",2025-01-07T00:32:15.939137Z,/tangrams/237_69.png,2025-01-07T00:32:15.939137Z,4,2025-01-07T00:32:15.939137Z,51,2025-01-07T00:32:15.939137Z
01JGZ2WFKTZKPJNB4PR0F9HN02,01JGZ1JTF0VX78WKWJN6R8GA1B,2025-01-07T00:33:25.626377833Z,"[{""text"":""spiky two legs"",""sender"":{""id"":""01JGZ2NAE9P9AYJD43E5V1BPDQ"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",01JGZ2NAE9P9AYJD43E5V1BPDQ,2025-01-07T00:42:55.5897264Z,FALSE,2025-01-07T00:43:07.361242454Z,TRUE,2025-01-07T00:43:07.309342067Z,01JGZ1JTFPNZ10B2SXAYHEV9EZ,2025-01-07T00:33:25.626377833Z,12,2025-01-07T00:33:25.626377833Z,65,2025-01-07T00:33:25.626377833Z,0,2025-01-07T00:33:25.626377833Z,4,2025-01-07T00:33:25.626377833Z,/tangrams/423_169.png,2025-01-07T00:43:07.361242454Z,2,2025-01-07T00:33:27.922505Z,TRUE,2025-01-07T00:42:34.905364705Z,"[""/tangrams/423_169.png"",""/tangrams/423_87.png"",""/tangrams/9_87.png"",""/tangrams/9_169.png""]",2025-01-07T00:33:25.626377833Z,/tangrams/9_169.png,2025-01-07T00:33:25.626377833Z,13,2025-01-07T00:33:25.626377833Z,12,2025-01-07T00:33:25.626377833Z
01JGZ2WGEGZC2EBVVGEV5TSAM1,01JGZ1JTF0VX78WKWJN6R8GA1B,2025-01-07T00:33:26.48058215Z,"[{""text"":""dog head two legs"",""sender"":{""id"":""01JGZ2KCC993JR55HD2PMXH70G"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",01JGZ2KCC993JR55HD2PMXH70G,2025-01-07T01:04:36.835471203Z,TRUE,2025-01-07T01:04:44.657241298Z,TRUE,2025-01-07T01:04:44.530591653Z,01JGZ1JTFPNZ10B2SXAYHEV9EZ,2025-01-07T00:33:26.48058215Z,57,2025-01-07T00:33:26.48058215Z,65,2025-01-07T00:33:26.48058215Z,3,2025-01-07T00:33:26.48058215Z,4,2025-01-07T00:33:26.48058215Z,/tangrams/423_169.png,2025-01-07T01:04:44.657241298Z,2,2025-01-07T00:33:32.171370685Z,TRUE,2025-01-07T01:04:27.460417899Z,"[""/tangrams/229_169.png"",""/tangrams/229_156.png"",""/tangrams/423_156.png"",""/tangrams/423_169.png""]",2025-01-07T00:33:26.48058215Z,/tangrams/423_169.png,2025-01-07T00:33:26.48058215Z,10,2025-01-07T00:33:26.48058215Z,57,2025-01-07T00:33:26.48058215Z
01JGZ3BMYS0WGKQEHKDJVFT89C,01JGZ1HQ2ACP5KAXQKEVQPZFA0,2025-01-07T00:41:42.617085059Z,"[{""text"":""E"",""sender"":{""id"":""01JGZ35JFMKR5D7ZCZQRMAXZAB"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",01JGZ35JFMKR5D7ZCZQRMAXZAB,2025-01-07T01:04:20.369184623Z,TRUE,2025-01-07T01:04:29.449149326Z,TRUE,2025-01-07T01:04:29.086044159Z,01JGZ1HQ3BXW69RFKVBQ3Y8K4V,2025-01-07T00:41:42.617085059Z,44,2025-01-07T00:41:42.617085059Z,65,2025-01-07T00:41:42.617085059Z,2,2025-01-07T00:41:42.617085059Z,4,2025-01-07T00:41:42.617085059Z,/tangrams/83_52.png,2025-01-07T01:04:29.449149326Z,2,2025-01-07T00:41:48.890709393Z,TRUE,2025-01-07T01:04:16.439900548Z,"[""/tangrams/83_52.png"",""/tangrams/334_356.png"",""/tangrams/436_260.png"",""/tangrams/349_178.png""]",2025-01-07T00:41:42.617085059Z,/tangrams/83_52.png,2025-01-07T00:41:42.617085059Z,13,2025-01-07T00:41:42.617085059Z,44,2025-01-07T00:41:42.617085059Z
01JGZ46ENFCXVXC8M07WFR1R1C,01JGZ2J6YWS750GRPJ6FKAYERT,2025-01-07T00:56:20.912053403Z,"[{""text"":""hey"",""sender"":{""id"":""01JGZ3VV3C5A6QWRQZS1XEZF12"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""it is the second one"",""sender"":{""id"":""01JGZ37TNV9YXE9AT99DY97WAH"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""did u get it\\"",""sender"":{""id"":""01JGZ37TNV9YXE9AT99DY97WAH"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""hello"",""sender"":{""id"":""01JGZ37TNV9YXE9AT99DY97WAH"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",01JGZ37TNV9YXE9AT99DY97WAH,2025-01-07T00:59:42.111752483Z,FALSE,2025-01-07T01:00:01.663973037Z,TRUE,2025-01-07T01:00:00.53584454Z,01JGZ2J7237RK699F2RP9MBZAC,2025-01-07T00:56:20.912053403Z,1,2025-01-07T00:56:20.912053403Z,65,2025-01-07T00:56:20.912053403Z,0,2025-01-07T00:56:20.912053403Z,4,2025-01-07T00:56:20.912053403Z,/tangrams/389_237.png,2025-01-07T01:00:01.663973037Z,2,2025-01-07T00:56:24.732527207Z,TRUE,2025-01-07T00:58:13.387003051Z,"[""/tangrams/175_292.png"",""/tangrams/389_237.png"",""/tangrams/233_131.png"",""/tangrams/457_39.png""]",2025-01-07T00:56:20.912053403Z,/tangrams/233_131.png,2025-01-07T00:56:20.912053403Z,2,2025-01-07T00:56:20.912053403Z,1,2025-01-07T00:56:20.912053403Z
01JGZ23TFMENG81422QGFEHJY6,01JGZ1J1RQ9RJWEWNQW6SZWDX9,2025-01-07T00:19:57.556758884Z,"[{""text"":""cross top"",""sender"":{""id"":""01JGZ1SZ21EGZFNGNZ5JZRQVEV"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",01JGZ1SZ21EGZFNGNZ5JZRQVEV,2025-01-07T00:28:00.766863009Z,TRUE,2025-01-07T00:28:08.114112957Z,TRUE,2025-01-07T00:28:08.098698322Z,01JGZ1J1S9HRZETTFT0YBZ9QYK,2025-01-07T00:19:57.556758884Z,13,2025-01-07T00:19:57.556758884Z,65,2025-01-07T00:19:57.556758884Z,0,2025-01-07T00:19:57.556758884Z,4,2025-01-07T00:19:57.556758884Z,/tangrams/359_159.png,2025-01-07T00:28:08.114112957Z,2,2025-01-07T00:19:58.02359421Z,TRUE,2025-01-07T00:27:48.568876289Z,"[""/tangrams/359_159.png"",""/tangrams/207_305.png"",""/tangrams/402_216.png"",""/tangrams/299_71.png""]",2025-01-07T00:19:57.556758884Z,/tangrams/359_159.png,2025-01-07T00:19:57.556758884Z,14,2025-01-07T00:19:57.556758884Z,13,2025-01-07T00:19:57.556758884Z
01JGZ2H5HVMZWG896VD46F21PH,01JGZ1J1RQ9RJWEWNQW6SZWDX9,2025-01-07T00:27:14.875152437Z,,,,,,FALSE,2025-01-07T00:27:14.875152437Z,01JGZ1J1SBA646C45Q9V7SKXN9,2025-01-07T00:27:14.875152437Z,57,2025-01-07T00:27:14.875152437Z,65,2025-01-07T00:27:14.875152437Z,3,2025-01-07T00:27:14.875152437Z,4,2025-01-07T00:27:14.875152437Z,,,2,2025-01-07T00:27:16.963655283Z,FALSE,2025-01-07T00:27:14.875152437Z,"[""/tangrams/225_360.png"",""/tangrams/114_297.png"",""/tangrams/25_141.png"",""/tangrams/432_105.png""]",2025-01-07T00:27:14.875152437Z,/tangrams/432_105.png,2025-01-07T00:27:14.875152437Z,10,2025-01-07T00:27:14.875152437Z,57,2025-01-07T00:27:14.875152437Z
01JGZ2TASACZKAG7KMM0G5F3D3,01JGZ1J6QFQZJ1HAP3QKP7EGZG,2025-01-07T00:32:15.146687857Z,"[{""text"":""three legs, two triangles on top"",""sender"":{""id"":""01JGZ2JYB9TRX3S5Q203831FG4"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",01JGZ2JYB9TRX3S5Q203831FG4,2025-01-07T00:45:44.602818619Z,FALSE,2025-01-07T00:46:34.435618748Z,TRUE,2025-01-07T00:46:34.370384996Z,01JGZ1J6QWPAFKR4CPC25F4W67,2025-01-07T00:32:15.146687857Z,15,2025-01-07T00:32:15.146687857Z,65,2025-01-07T00:32:15.146687857Z,0,2025-01-07T00:32:15.146687857Z,4,2025-01-07T00:32:15.146687857Z,,2025-01-07T00:46:34.435618748Z,2,2025-01-07T00:32:17.418278065Z,TRUE,2025-01-07T00:44:35.891599595Z,"[""/tangrams/207_5.png"",""/tangrams/237_69.png"",""/tangrams/237_5.png"",""/tangrams/207_69.png""]",2025-01-07T00:32:15.146687857Z,/tangrams/207_69.png,2025-01-07T00:32:15.146687857Z,16,2025-01-07T00:32:15.146687857Z,15,2025-01-07T00:32:15.146687857Z
01JGZ25RYP9RTZTY007XB34XBS,01JGZ1J6QFQZJ1HAP3QKP7EGZG,2025-01-07T00:21:01.526955846Z,"[{""text"":""Diamond at the bottom again"",""sender"":{""id"":""01JGZ1RJTH934E99B6DAFAQ5V5"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",01JGZ1RJTH934E99B6DAFAQ5V5,2025-01-07T00:28:38.628982356Z,TRUE,2025-01-07T00:28:45.475960802Z,TRUE,2025-01-07T00:28:45.457172857Z,01JGZ1J6QX7N1Q5REWV6S61X60,2025-01-07T00:21:01.526955846Z,13,2025-01-07T00:21:01.526955846Z,65,2025-01-07T00:21:01.526955846Z,0,2025-01-07T00:21:01.526955846Z,4,2025-01-07T00:21:01.526955846Z,/tangrams/289_418.png,2025-01-07T00:28:45.475960802Z,2,2025-01-07T00:21:02.121204095Z,TRUE,2025-01-07T00:28:22.853003805Z,"[""/tangrams/47_13.png"",""/tangrams/139_308.png"",""/tangrams/289_418.png"",""/tangrams/343_165.png""]",2025-01-07T00:21:01.526955846Z,/tangrams/289_418.png,2025-01-07T00:21:01.526955846Z,14,2025-01-07T00:21:01.526955846Z,13,2025-01-07T00:21:01.526955846Z
01JGZ4P9CJ0F20N443MQPNWZFG,01JGZ3FW0DTMTAGQ58VA8P6MEE,2025-01-07T01:04:59.794423554Z,,,,,,FALSE,2025-01-07T01:04:59.794423554Z,01JGZ3FW5F9PB6GEQ6P3RC6MSC,2025-01-07T01:04:59.794423554Z,11,2025-01-07T01:04:59.794423554Z,65,2025-01-07T01:04:59.794423554Z,0,2025-01-07T01:04:59.794423554Z,4,2025-01-07T01:04:59.794423554Z,,,2,2025-01-07T01:05:08.464680173Z,FALSE,2025-01-07T01:04:59.794423554Z,"[""/tangrams/387_466.png"",""/tangrams/332_183.png"",""/tangrams/349_314.png"",""/tangrams/25_203.png""]",2025-01-07T01:04:59.794423554Z,/tangrams/25_203.png,2025-01-07T01:04:59.794423554Z,12,2025-01-07T01:04:59.794423554Z,11,2025-01-07T01:04:59.794423554Z
